ID,Name,Sex,Age,Height,Weight,Team,NOC,Games,Year,Season,City,Sport,Event,Medal
34035,Bianca Farella,F,24,173,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
34217,Steffen Fth,M,26,199,97,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
34618,Feng Shanshan,F,26,170,85,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Women's Individual,Bronze
34876,"Rodolfo ""Rudy"" Fernndez Farrs",M,31,196,84,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
35220,Pietro Figlioli,M,32,191,98,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
35311,Roseline Filion,F,29,152,52,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Platform,Bronze
35443,Yoel Segundo Finol Rivas,M,19,168,52,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
35780,Jessie Alexandra Fleming,F,18,164,55,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
36092,Casper Michael von Folsach,M,23,191,82,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
36114,Andrea Fondelli,M,22,190,96,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
36567,"Jessica Esther ""Jess"" Fox",F,22,166,60,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Singles, Slalom",Bronze
36595,Marit Malm Frafjord,F,30,182,78,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
36763,Tanja Chiara Frank,F,23,167,57,Austria,AUT,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Mixed Multihull,Bronze
36802,Anna Jenny Eva Maria Fransson (Magnusson-),F,29,169,73,Sweden,SWE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Light-Heavyweight, Freestyle",Bronze
36870,Shelly-Ann Fraser-Pryce,F,29,160,57,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 100 metres,Bronze
37338,"Christopher Clive ""Chris"" Froome",M,31,185,69,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Individual Time Trial,Bronze
37402,Fu Yuanhui,F,20,179,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 100 metres Backstroke,Bronze
37409,Florian Fuchs,M,24,185,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
37561,Ai Fukuhara,F,27,156,48,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze
37688,Moritz Frste,M,31,190,89,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
38011,Otgontsetseg Galbadrakhyn,F,24,170,63,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Bronze
38157,Valentino Gallo,M,31,192,95,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
38162,"Jacqueline ""Jackie"" Galloway",F,20,178,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Heavyweight,Bronze
38258,Dzhavid Shakirovich Gamzatov,M,26,176,91,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
38410,Gao Lei,M,24,170,64,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Trampolining,Trampolining Men's Individual,Bronze
38753,Steven Gardiner,M,20,193,94,Bahamas,BAH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 400 metres Relay,Bronze
38960,Pau Gasol Sez,M,36,215,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
39246,Ruth Marie Christelle Gbagbi,F,22,176,65,Cote d'Ivoire,CIV,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Women's Welterweight,Bronze
39290,Hagos Gebrhiwet Berhe,M,22,171,56,Ethiopia,ETH,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,"Athletics Men's 5,000 metres",Bronze
39311,Justin Gilberto Geduld,M,22,175,78,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
39502,Uwe Gensheimer,M,29,188,88,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
39672,Aleksandra Viktorovna Gerasimenya,F,30,175,60,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 50 metres Freestyle,Bronze
39695,Yarden Gerbi,F,27,169,63,Israel,ISR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Middleweight,Bronze
40611,Niccol Gitto,M,29,190,90,Italy,ITA,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Men's Water Polo,Bronze
40671,Jasmin Glaesser,F,24,167,58,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's Team Pursuit,Bronze
40709,Alisha Rebecca Glass,F,28,183,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
40838,Nadezhda Sergeyevna Glyzina-Fedotova,F,28,175,68,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
41543,Joel Gonzlez Bonilla,M,26,185,68,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Featherweight,Bronze
41686,Daniel Goodfellow,M,19,167,58,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Synchronized Platform,Bronze
41859,Karina Khavazhevna Goricheva,F,23,160,63,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Middleweight,Bronze
41957,Kennedy Goss,F,19,173,74,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 4 x 200 metres Freestyle Relay,Bronze
42327,Mats Grambusch,M,23,177,74,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
42328,Tom Grambusch,M,20,185,85,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
42506,Laura Graves,F,29,173,55,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Dressage, Team",Bronze
42887,Sam Griffiths,M,44,171,73,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Three-Day Event, Team",Bronze
42924,Kirill Akopovich Grigoryan,M,24,179,88,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Small-Bore Rifle, Prone, 50 metres",Bronze
42984,Kari Aalvik Grimsb,F,31,180,80,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
43009,Anna Sergeyevna Grinyova,F,28,185,87,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
43311,Gauthier Grumier,M,32,188,83,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Individual",Bronze
44313,Gwak Dong-Han,M,24,183,90,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Middleweight,Bronze
44667,Kai Hfner,M,27,192,95,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
44679,Ryunosuke Haga,M,25,186,100,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Men's Half-Heavyweight,Bronze
44745,Kosuke Hagino,M,21,177,71,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
44789,Lisa Hahn-Altenburg,F,26,155,58,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
44914,Aika Hakoyama,F,25,176,65,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
45559,Takuya Haneda,M,29,175,70,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Singles, Slalom",Bronze
45567,Martin Hner,M,27,184,83,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
45742,Jena Mai Hansen,F,27,166,60,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Women's Skiff,Bronze
45769,Lasse Norman Hansen,M,24,180,73,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
45769,Lasse Norman Hansen,M,24,180,73,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Men's Omnium,Bronze
46091,Christa Deanne Harmotto-Dietzen,F,29,188,79,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
46344,Artem Harutyunyan,M,25,172,64,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Welterweight,Bronze
46645,Franzisca Hauke,F,26,172,63,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
46647,Tobias Constantin Hauke,M,28,183,81,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
46666,Patrick Hausding,M,27,180,77,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Men's Springboard,Bronze
46710,Daniel Havel,M,24,178,79,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Fours, 1,000 metres",Bronze
46861,Akeem Haynes,M,24,170,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's 4 x 100 metres Relay,Bronze
47228,Erik Heil,M,26,185,80,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Skiff,Bronze
47274,Silvio Heinevetter,M,31,194,99,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
47603,Kaj Hendriks,M,28,197,95,Netherlands,NED,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Coxed Eights,Bronze
47736,Desiree Latifah N. Henry,F,20,171,64,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 4 x 100 metres Relay,Bronze
48025,Ismael Marcelo Hernndez Uscanga,M,26,178,64,Mexico,MEX,2016 Summer,2016,Summer,Rio de Janeiro,Modern Pentathlon,Modern Pentathlon Men's Individual,Bronze
48058,Nico Miguel Hernandez,M,20,165,49,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Light-Flyweight,Bronze
48085,Stefany del Carmen Hernndez Mendoza,F,25,165,65,Venezuela,VEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,Cycling Women's BMX,Bronze
48109,"Guillermo Gustavo ""Willy"" Hernangmez Geuer",M,22,210,115,Spain,ESP,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Men's Basketball,Bronze
48128,Camilla Herrem,F,29,167,57,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
48230,Timm Herzbruch,M,19,180,76,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
48581,"Kimberly ""Kim"" Hill",F,26,193,72,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Women's Volleyball,Bronze
48858,Sophie Hitchon,F,25,170,75,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's Hammer Throw,Bronze
49379,"Victoria Frances ""Vicky"" Holland",F,30,168,56,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Triathlon,Triathlon Women's Olympic Distance,Bronze
49581,"Maxwell Philip ""Max"" Holt",M,29,208,90,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
50124,Natsumi Hoshi,F,25,164,56,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 200 metres Butterfly,Bronze
50223,Franois Hougaard,M,28,179,93,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
50439,Lucie Hradeck,F,31,177,72,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Mixed Doubles,Bronze
50473,Filip Hrgovi,M,24,198,101,Croatia,CRO,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Super-Heavyweight,Bronze
50552,Cbrayl Hsnov,M,26,170,74,Azerbaijan,AZE,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Freestyle",Bronze
50565,Hu Jianguan,M,23,168,52,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Boxing,Boxing Men's Flyweight,Bronze
50653,Huang Wenyi,F,25,178,63,China,CHN,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Lightweight Double Sculls,Bronze
51534,Magomed Idrisovich Ibragimov,M,31,183,97,Uzbekistan,UZB,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Freestyle",Bronze
51727,Mohamed Ihab Youssef Ahmed Mahmoud,M,26,165,77,Egypt,EGY,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Middleweight,Bronze
51818,Cenk ldem,M,30,180,98,Turkey,TUR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Heavyweight, Greco-Roman",Bronze
52020,Race Alick Reid Imboden,M,23,185,75,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Foil, Team",Bronze
52053,Gza Imre,M,41,184,75,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's epee, Team",Bronze
52233,Yukiko Inui,F,25,169,55,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Duet,Bronze
52233,Yukiko Inui,F,25,169,55,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Synchronized Swimming,Synchronized Swimming Women's Team,Bronze
52519,Kasumi Ishikawa,F,23,158,51,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze
52685,Mima Ito,F,15,150,45,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Team,Bronze
52875,Yevgeniya Andreyevna Ivanova,F,29,176,68,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
53025,Ja Dong-Min,M,29,190,91,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Heavyweight,Bronze
53145,Shericka Jackson,F,22,173,61,Jamaica,JAM,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Women's 400 metres,Bronze
53182,Nicolas Jacobi,M,29,193,95,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Men's Hockey,Bronze
53289,"Thomas ""Tom"" Jaeschke",M,22,198,91,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Volleyball,Volleyball Men's Volleyball,Bronze
53547,Andrei Jms,M,34,184,90,Estonia,EST,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Men's Quadruple Sculls,Bronze
54001,Daniel Jasinski,M,26,207,120,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Discus Throw,Bronze
54529,Jeong Gyeong-Eun,F,26,172,59,South Korea-1,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Women's Doubles,Bronze
55463,Steve Johnson,M,26,188,86,United States-2,USA,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Men's Doubles,Bronze
56046,Nevena Jovanovi,F,26,179,72,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
56643,Pavlos Kagialis,M,32,184,74,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Sailing,Sailing Men's Two Person Dinghy,Bronze
57035,Reneta Kamberova,F,25,170,53,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
57315,Boglrka Kaps,F,23,168,54,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Women's 800 metres Freestyle,Bronze
57559,Elvina Khaydaryanovna Karimova,F,22,166,62,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
57677,Anna Olegovna Karnaukh,F,22,173,61,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Water Polo,Water Polo Women's Water Polo,Bronze
58277,Lyubomira Kazanova,F,20,177,56,Bulgaria,BUL,2016 Summer,2016,Summer,Rio de Janeiro,Rhythmic Gymnastics,Rhythmic Gymnastics Women's Group,Bronze
58392,Maddison Keeney,F,20,167,62,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Diving,Diving Women's Synchronized Springboard,Bronze
58684,Tams Kenderesi,M,19,186,74,Hungary,HUN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 200 metres Butterfly,Bronze
58688,Sam Kendricks,M,23,185,80,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Athletics,Athletics Men's Pole Vault,Bronze
59204,Farkhad Ibragimovich Kharki,M,25,160,62,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Featherweight,Bronze
59209,Olha Hennadivna Kharlan,F,25,172,68,Ukraine,UKR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's Sabre, Individual",Bronze
59487,Olga Sergeyevna Khudenko,F,24,178,78,Belarus,BLR,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Women's Kayak Fours, 500 metres",Bronze
59520,Ki Bo-Bae,F,28,167,57,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Archery,Archery Women's Individual,Bronze
59984,Kim Hyeon-Wu,M,27,173,80,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Middleweight, Greco-Roman",Bronze
60028,Kim Jeong-Hwan,M,32,178,66,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Men's Sabre, Individual",Bronze
60253,Kim Song-Guk,M,30,167,75,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Men's Free Pistol, 50 metres",Bronze
60258,Kim Song-I,F,21,161,55,North Korea,PRK,2016 Summer,2016,Summer,Rio de Janeiro,Table Tennis,Table Tennis Women's Singles,Bronze
60284,Kim Tae-Hun,M,21,182,59,South Korea,KOR,2016 Summer,2016,Summer,Rio de Janeiro,Taekwondo,Taekwondo Men's Flyweight,Bronze
60812,"Jennifer ""Jen"" Kish",F,28,172,73,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
61076,Gauthier Klauss,M,28,171,65,France,FRA,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Canadian Doubles, Slalom",Bronze
61715,Yuki Kobori,M,22,183,77,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 200 metres Freestyle Relay,Bronze
61721,Agnieszka Kobus,F,25,177,68,Poland,POL,2016 Summer,2016,Summer,Rio de Janeiro,Rowing,Rowing Women's Quadruple Sculls,Bronze
61806,Olga Aleksandrovna Kochneva,F,28,168,58,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
62067,Werner Kok,M,23,180,91,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
62138,Cheslin Kolbe,M,22,179,89,South Africa,RSA,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Men's Rugby Sevens,Bronze
62254,Violetta Vitalyevna Kolobova,F,25,176,64,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Fencing,"Fencing Women's epee, Team",Bronze
62386,Ami Kondo,F,21,156,48,Japan,JPN,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Extra-Lightweight,Bronze
62725,Anna Korakaki,F,20,175,65,Greece,GRE,2016 Summer,2016,Summer,Rio de Janeiro,Shooting,"Shooting Women's Air Pistol, 10 metres",Bronze
64109,Veronica Egebakken Kristiansen,F,26,175,68,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
64194,Sara Krnji,F,25,193,83,Serbia,SRB,2016 Summer,2016,Summer,Rio de Janeiro,Basketball,Basketball Women's Basketball,Bronze
64302,Sinphet Kruaithong,M,20,159,56,Thailand,THA,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Men's Bantamweight,Bronze
64327,Hannah Krger,F,27,173,67,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Hockey,Hockey Women's Hockey,Bronze
64576,"Matthew Gregory ""Matt"" Kuchar",M,38,193,86,United States,USA,2016 Summer,2016,Summer,Rio de Janeiro,Golf,Golf Men's Individual,Bronze
64636,Denis Maksymilian Kudla,M,21,184,90,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Men's Light-Heavyweight, Greco-Roman",Bronze
64709,Julius Khn,M,23,198,110,Germany,GER,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Men's Handball,Bronze
65044,Kuo Hsing-Chun,F,22,157,58,Chinese Taipei,TPE,2016 Summer,2016,Summer,Rio de Janeiro,Weightlifting,Weightlifting Women's Lightweight,Bronze
65199,Amanda Maria Kurtovic,F,25,175,71,Norway,NOR,2016 Summer,2016,Summer,Rio de Janeiro,Handball,Handball Women's Handball,Bronze
65424,Nataliya Yuryevna Kuzyutina,F,27,160,52,Russia,RUS,2016 Summer,2016,Summer,Rio de Janeiro,Judo,Judo Women's Half-Lightweight,Bronze
65461,Petra Kvitov,F,26,183,70,Czech Republic,CZE,2016 Summer,2016,Summer,Rio de Janeiro,Tennis,Tennis Women's Singles,Bronze
65652,Stephanie Lynn Marie Labb,F,29,178,53,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Football,Football Women's Football,Bronze
66123,Eric Lamaze,M,48,170,65,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Equestrianism,"Equestrianism Mixed Jumping, Individual",Bronze
66337,Ghislaine Landry,F,28,163,65,Canada,CAN,2016 Summer,2016,Summer,Rio de Janeiro,Rugby Sevens,Rugby Sevens Women's Rugby Sevens,Bronze
66516,"Christopher Phillip ""Chris"" Langridge",M,31,180,NA,Great Britain,GBR,2016 Summer,2016,Summer,Rio de Janeiro,Badminton,Badminton Men's Doubles,Bronze
66534,Aurimas Lankas,M,30,178,89,Lithuania,LTU,2016 Summer,2016,Summer,Rio de Janeiro,Canoeing,"Canoeing Men's Kayak Doubles, 200 metres",Bronze
66714,Yekaterina Alekseyevna Larionova,F,22,158,63,Kazakhstan,KAZ,2016 Summer,2016,Summer,Rio de Janeiro,Wrestling,"Wrestling Women's Middleweight, Freestyle",Bronze
66726,"Mitchell James ""Mitch"" Larkin",M,23,187,72,Australia,AUS,2016 Summer,2016,Summer,Rio de Janeiro,Swimming,Swimming Men's 4 x 100 metres Medley Relay,Bronze
66827,Niklas Larsen,M,19,180,74,Denmark,DEN,2016 Summer,2016,Summer,Rio de Janeiro,Cycling,"Cycling Men's Team Pursuit, 4,000 metres",Bronze
